src_ip,Label,distinct_sources,days_seen,total_incidents,unique_dst_ip,src_port_zero_count,src_port_nonzero_count,src_port_zero_avg_inter_arrival_time,src_port_zero_min_inter_arrival_time,src_port_zero_max_inter_arrival_time,src_port_zero_stddev_inter_arrival_time,src_port_nonzero_avg_inter_arrival_time,src_port_nonzero_min_inter_arrival_time,src_port_nonzero_max_inter_arrival_time,src_port_nonzero_stddev_inter_arrival_time
185.220.101.134,Spoofed,2,5,1532,6,1528,4,210.5435494,0.0,47885.0,1586.531914,113153.0,7397.0,174851.0,75126.74203
207.127.94.255,Spoofed,2,5,784,6,778,6,412.5868726,0.0,48052.0,2242.62906,67866.0,8678.0,198412.0,69276.62697
185.204.1.84,Spoofed,2,4,1215,7,1209,6,266.0877483,0.0,48952.0,1818.049324,31275.8,2193.0,86747.0,30720.51618
204.144.222.250,Spoofed,2,5,1037,7,1032,5,311.7041707,0.0,50006.0,1967.9606,62988.0,660.0,179386.0,72277.84899
85.214.165.61,Spoofed,2,4,1175,6,1169,6,274.6121575,0.0,47972.0,1815.582585,32362.0,519.0,112761.0,40706.10258
85.203.39.232,Spoofed,2,5,29,6,24,5,12668.26087,0.0,76088.0,19124.34936,64522.5,3.0,211250.0,85808.46852
146.56.154.169,Spoofed,2,5,855,6,850,5,378.2614841,0.0,48181.0,2127.756878,64588.0,2778.0,229605.0,95459.73334
79.239.239.233,Spoofed,2,1,5,3,3,2,25202.0,12317.0,38087.0,12885.0,1337.0,1337.0,1337.0,0.0
77.48.28.219,Spoofed,2,4,22,5,20,2,15503.31579,614.0,91873.0,22965.35298,149205.0,149205.0,149205.0,0.0
204.137.14.92,Spoofed,2,4,2080,4,2079,1,154.6987488,0.0,47924.0,1351.969097,,,,
185.100.87.41,Spoofed,2,5,1556,6,1552,4,207.2462927,0.0,48124.0,1570.305779,76084.0,5239.0,197338.0,86144.47907
164.68.113.149,Spoofed,2,5,871,5,867,4,370.2332564,0.0,48217.0,2111.988582,83278.66667,131.0,249084.0,117242.2462
198.98.54.49,Spoofed,2,4,1581,4,1579,2,203.730038,0.0,48497.0,1590.300268,6131.0,6131.0,6131.0,0.0
80.221.43.96,Spoofed,2,5,1957,6,1952,5,164.6350589,0.0,48546.0,1416.940758,64789.5,1241.0,173717.0,68883.18965
128.140.112.79,Spoofed,2,6,808,7,761,47,423.025,0.0,49906.0,2302.771144,11488.13043,0.0,223155.0,43016.69505
113.20.28.216,Spoofed,2,4,1215,6,1212,3,265.3674649,0.0,48361.0,1780.829389,65945.5,44270.0,87621.0,21675.5
85.197.44.109,Spoofed,2,5,42,7,32,10,9454.870968,150.0,80481.0,19700.89368,28879.44444,186.0,184880.0,56146.72766
46.23.108.248,Spoofed,2,5,1024,6,1019,5,315.4715128,0.0,48070.0,1954.183274,65122.75,3626.0,235800.0,98626.97347
185.244.24.40,Spoofed,2,4,1025,5,1023,2,314.2808219,0.0,49129.0,1956.202752,12796.0,12796.0,12796.0,0.0
74.208.27.90,Spoofed,2,5,877,7,867,10,370.9734411,0.0,48547.0,2117.953157,37591.44444,457.0,198506.0,61376.0171
81.7.16.177,Spoofed,2,5,1057,6,1051,6,305.8714286,0.0,48079.0,1928.277431,51857.8,596.0,173835.0,66426.93004
217.103.30.38,Spoofed,2,4,1039,6,1033,6,311.5300388,0.0,47850.0,1919.421892,32617.0,351.0,88430.0,38385.5733
8.222.135.119,Real,1,1,1,1,0,1,,,,,,,,
65.108.3.114,Spoofed,2,6,839,8,807,32,398.1575682,0.0,48572.0,2207.753312,14174.16129,0.0,257715.0,54118.25186
193.11.114.43,Spoofed,2,4,1970,4,1967,3,162.9277721,0.0,49872.0,1435.218634,77823.5,73979.0,81668.0,3844.5
152.53.18.201,Spoofed,2,5,1648,7,1639,9,196.1153846,0.0,48798.0,1550.801133,32647.75,1249.0,174806.0,55050.09709
37.44.238.68,Real,1,2,7,4,0,7,,,,,4441.0,1.0,23236.0,8421.029035
62.149.2.188,Spoofed,2,4,1057,5,1054,3,305.2184236,0.0,48107.0,1899.89447,6554.0,5475.0,7633.0,1079.0
86.17.88.29,Spoofed,2,4,1234,7,1224,10,262.5233034,0.0,49701.0,1804.233578,8500.888889,289.0,20518.0,6942.398184
188.40.142.18,Spoofed,2,6,833,7,775,58,414.8113695,0.0,47998.0,2219.345945,9176.0,0.0,193182.0,36081.02354
204.8.96.176,Spoofed,2,4,2719,4,2716,3,118.3469613,0.0,48003.0,1189.654377,19068.0,18544.0,19592.0,524.0
199.184.215.11,Spoofed,2,4,1613,7,1607,6,200.0068493,0.0,48080.0,1544.309226,38838.4,2877.0,101310.0,35643.52931
99.238.69.14,Spoofed,2,5,33,6,29,4,8060.035714,0.0,62893.0,15259.75956,111896.3333,7620.0,226439.0,89626.9561
54.237.123.25,Spoofed,2,3,31,7,26,5,6378.76,0.0,69098.0,13612.90257,18229.0,5600.0,37503.0,11888.57193
87.118.122.30,Spoofed,2,5,2122,5,2114,8,151.7624231,0.0,47885.0,1345.961017,35950.71429,99.0,174368.0,58878.33738
46.105.28.6,Spoofed,2,5,2033,6,2026,7,158.5037037,0.0,47966.0,1384.521866,55911.16667,2163.0,173243.0,61463.68012
5.2.72.110,Spoofed,2,5,1619,5,1617,2,198.9678218,0.0,48449.0,1554.200418,338948.0,338948.0,338948.0,0.0
65.109.26.85,Spoofed,2,5,809,7,766,43,419.972549,0.0,48157.0,2240.449976,10303.90476,0.0,374878.0,57464.77667
77.11.167.16,Spoofed,2,6,25,6,19,6,13501.27778,616.0,109402.0,24982.74926,78439.0,18292.0,187268.0,69487.03915
65.109.26.86,Spoofed,2,5,795,7,759,36,423.8707124,0.0,49122.0,2296.016388,11113.97143,0.0,372451.0,61994.09702
185.220.101.76,Spoofed,2,5,2385,6,2380,5,134.9335855,0.0,48276.0,1277.575248,65476.0,6604.0,190763.0,74066.52805
120.157.5.205,Real,1,1,1,1,0,1,,,,,,,,
18.118.173.86,Spoofed,2,4,1997,6,1993,4,161.1189759,0.0,48040.0,1387.64358,12932.66667,323.0,38032.0,17747.97642
46.105.91.78,Spoofed,2,4,2018,4,2017,1,159.4126984,0.0,48122.0,1391.417528,,,,
89.147.109.13,Spoofed,2,4,1132,5,1130,2,284.6908769,0.0,48186.0,1850.667704,8248.0,8248.0,8248.0,0.0
95.244.239.8,Spoofed,2,5,1041,5,1038,3,309.2545805,0.0,48258.0,1952.093257,121181.5,9040.0,233323.0,112141.5
66.42.126.179,Spoofed,2,5,26,6,18,8,17694.88235,247.0,141809.0,35102.04237,49387.42857,615.0,193303.0,65080.91479
212.129.5.22,Spoofed,2,5,834,6,829,5,387.5398551,0.0,48212.0,2148.823516,54360.0,6730.0,187739.0,77034.5896
47.94.122.168,Real,1,1,1,1,0,1,,,,,,,,
45.84.107.218,Spoofed,2,3,23,5,20,3,12124.15789,58.0,102018.0,26973.45284,9877.0,8518.0,11236.0,1359.0
85.215.67.230,Spoofed,2,5,1053,7,1048,5,306.9188157,0.0,48145.0,1914.845339,84072.75,1684.0,204089.0,77145.7736
144.217.103.5,Spoofed,2,4,1957,5,1954,3,164.4388121,0.0,48236.0,1417.736097,20527.0,7277.0,33777.0,13250.0
87.175.57.61,Spoofed,2,5,25,6,18,7,16665.52941,0.0,148953.0,36559.59167,55310.0,3196.0,208152.0,72686.33928
198.244.165.36,Spoofed,2,5,51,7,45,6,6993.681818,0.0,99064.0,21073.31763,69090.4,5871.0,192610.0,74245.0869
23.82.137.85,Spoofed,2,5,1039,6,1032,7,311.657614,0.0,48156.0,1929.914396,43312.16667,50.0,183724.0,64204.43264
8.146.210.52,Real,1,1,2,1,0,2,,,,,555.0,555.0,555.0,0.0
23.111.143.202,Spoofed,2,5,1067,5,1065,2,301.2142857,0.0,48466.0,1908.33784,177520.0,177520.0,177520.0,0.0
86.60.148.189,Spoofed,2,4,1083,5,1077,6,298.6412639,0.0,48558.0,1903.106216,4452.0,37.0,18023.0,6867.331039
185.177.206.67,Spoofed,2,5,33,7,25,8,9871.708333,0.0,92157.0,23630.78585,48604.71429,2542.0,190548.0,64510.50946
178.32.41.33,Spoofed,2,5,1964,7,1953,11,164.3821721,0.0,48008.0,1405.459798,33930.2,113.0,170403.0,50079.33847
178.63.116.157,Spoofed,2,6,834,7,796,38,404.4352201,0.0,48159.0,2215.311879,11638.75676,0.0,179685.0,40193.51098
188.68.43.192,Spoofed,2,5,1678,6,1671,7,192.4736527,0.0,47888.0,1522.763016,56068.16667,533.0,234331.0,84256.55833
65.21.62.213,Spoofed,2,6,865,7,810,55,397.3881335,0.0,48962.0,2245.546724,8132.37037,0.0,188790.0,35256.64954
185.220.101.38,Spoofed,2,5,2444,6,2439,5,131.7649713,0.0,48032.0,1254.784679,85818.25,6965.0,210617.0,83949.10018
98.29.204.31,Spoofed,2,5,1072,7,1065,7,301.625,0.0,47854.0,1886.988191,38931.66667,33.0,181798.0,64559.65656
23.237.154.138,Spoofed,2,4,1553,7,1548,5,207.239819,0.0,47999.0,1613.601005,38304.0,1618.0,81377.0,35338.71521
185.177.229.228,Spoofed,2,4,1022,5,1019,3,315.780943,0.0,47970.0,1946.400408,63448.0,50222.0,76674.0,13226.0
79.117.69.147,Spoofed,2,4,29,5,25,4,12048.875,574.0,105694.0,25307.10413,47965.33333,10342.0,118550.0,49947.17167
87.236.197.123,Spoofed,2,4,1045,4,1044,1,308.0949185,0.0,49064.0,1948.625252,,,,
148.251.91.87,Spoofed,2,6,842,7,795,47,403.8690176,0.0,48519.0,2214.577107,8493.978261,0.0,208821.0,39269.14201
170.64.216.180,Spoofed,2,5,947,6,943,4,340.7993631,0.0,48709.0,2025.117003,74083.66667,1399.0,195896.0,86669.5505
204.8.96.177,Spoofed,2,4,2694,6,2690,4,119.4473782,0.0,50397.0,1231.739635,43344.33333,15297.0,87063.0,31323.92808
54.242.32.242,Spoofed,2,3,13,6,10,3,12668.55556,0.0,28645.0,10686.42767,14352.5,2166.0,26539.0,12186.5
151.71.228.202,Spoofed,2,3,9,5,4,5,50396.66667,32184.0,75612.0,18407.89326,47539.5,197.0,120912.0,45033.89855
103.251.167.20,Spoofed,2,4,19,4,17,2,17768.9375,0.0,76542.0,24227.67648,38428.0,38428.0,38428.0,0.0
51.210.148.166,Spoofed,2,4,1984,6,1980,4,162.2091966,0.0,47921.0,1404.947166,36029.0,6096.0,81514.0,32694.21161
85.215.160.111,Spoofed,2,5,1030,7,1019,11,315.7357564,0.0,48108.0,1934.321189,34559.0,156.0,177373.0,59940.23605
194.48.248.80,Spoofed,2,4,995,4,994,1,323.1399799,0.0,48247.0,1962.950615,,,,
46.4.96.24,Spoofed,2,6,864,8,817,47,393.1776961,0.0,48179.0,2169.025437,11430.6087,0.0,186061.0,39264.40161
89.164.37.86,Spoofed,2,4,29,6,23,6,11116.95455,0.0,80068.0,20888.52164,14949.2,1911.0,44276.0,15029.62523
92.222.172.56,Spoofed,2,5,1943,7,1935,8,166.2223371,0.0,48086.0,1411.867839,37139.28571,4973.0,188610.0,62394.2438
195.47.238.86,Spoofed,2,4,41,6,34,7,8802.242424,0.0,75513.0,18527.46108,11969.83333,317.0,34668.0,12941.27966
95.189.110.74,Real,1,1,1,1,0,1,,,,,,,,
62.144.232.237,Spoofed,2,5,31,6,28,3,11165.81481,151.0,136547.0,28068.7274,2586.0,2267.0,2905.0,319.0
152.67.78.182,Spoofed,2,5,797,5,794,3,405.0075662,0.0,48605.0,2210.86111,169846.5,114405.0,225288.0,55441.5
83.159.242.236,Spoofed,2,4,29,4,28,1,8986.666667,0.0,93608.0,19911.22413,,,,
23.137.253.77,Spoofed,2,4,1063,4,1062,1,302.4618285,0.0,48083.0,1898.631613,,,,
61.228.222.224,Spoofed,2,2,7,5,5,2,20600.25,8820.0,42081.0,12872.59648,5940.0,5940.0,5940.0,0.0
213.108.108.85,Spoofed,2,4,1151,4,1149,2,279.8919861,0.0,48635.0,1841.501866,76157.0,76157.0,76157.0,0.0
46.8.164.203,Spoofed,2,5,1103,6,1096,7,293.5853881,0.0,48426.0,1876.484284,57140.16667,1797.0,184695.0,65451.56121
194.55.14.114,Spoofed,2,5,1695,7,1685,10,190.7078385,0.0,48391.0,1513.18565,38538.0,3491.0,171271.0,53714.47091
195.154.54.2,Spoofed,2,4,829,6,824,5,390.5212637,0.0,48154.0,2174.446256,33761.5,6003.0,111747.0,45070.55372
164.90.164.10,Spoofed,2,4,836,5,833,3,384.7692308,0.0,48308.0,2162.108149,13104.0,657.0,25551.0,12447.0
172.245.232.241,Spoofed,2,4,807,6,802,5,400.9837703,0.0,49389.0,2217.220459,16196.25,0.0,53160.0,21793.80857
195.90.217.102,Spoofed,2,5,1215,7,1208,7,266.1483016,0.0,48289.0,1780.700114,42692.16667,180.0,196229.0,69299.87068
5.255.104.239,Spoofed,2,4,747,4,746,1,430.1825503,0.0,49075.0,2308.106418,,,,
82.153.68.180,Spoofed,2,5,1036,7,1031,5,311.8320388,0.0,48359.0,1947.70205,86150.75,5229.0,183729.0,63852.68415
67.4.136.4,Spoofed,2,4,1060,5,1058,2,304.0321665,0.0,48125.0,1901.31091,45059.0,45059.0,45059.0,0.0
23.137.248.34,Spoofed,2,4,1094,4,1093,1,294.3635531,0.0,47963.0,1870.104112,,,,
94.142.241.43,Spoofed,2,4,1107,6,1102,5,291.9309718,0.0,49348.0,1886.068201,34988.75,308.0,87094.0,34721.30793
192.42.113.101,Spoofed,2,4,929,5,925,4,348.021645,0.0,48184.0,2034.109099,24204.66667,680.0,69629.0,32126.70437
103.106.3.175,Spoofed,2,4,39,6,34,5,8964.121212,0.0,64349.0,13690.41482,6677.5,986.0,16966.0,6143.188484
94.16.120.204,Spoofed,2,5,912,6,905,7,354.3926991,0.0,48956.0,2081.495714,43205.5,176.0,187485.0,65835.18826
107.189.29.184,Spoofed,2,4,1864,5,1862,2,172.7501343,0.0,48958.0,1448.581343,5757.0,5757.0,5757.0,0.0
193.32.87.116,Spoofed,2,5,1079,6,1073,6,299.2089552,0.0,48334.0,1892.872966,69103.6,4608.0,204729.0,73473.21479
62.144.238.170,Spoofed,2,3,13,5,10,3,20238.66667,0.0,65315.0,23200.37024,79646.5,72946.0,86347.0,6700.5
107.173.148.133,Spoofed,2,5,798,7,793,5,405.7070707,0.0,49948.0,2263.741258,59362.25,13617.0,177683.0,68456.31819
167.71.41.142,Real,1,2,7,4,0,7,,,,,5620.333333,0.0,26011.0,9526.113927
87.229.115.23,Spoofed,2,4,1099,5,1097,2,292.8448905,0.0,48453.0,1869.094932,21509.0,21509.0,21509.0,0.0
212.227.228.245,Spoofed,2,4,1052,5,1049,3,306.5333969,0.0,48440.0,1915.28121,76909.0,29800.0,124018.0,47109.0
107.189.30.86,Spoofed,2,5,1896,8,1888,8,170.2798092,0.0,48719.0,1435.917208,37179.85714,16.0,191208.0,64221.03368
103.229.54.107,Spoofed,2,5,2022,7,2017,5,159.4474206,0.0,47965.0,1375.188558,62269.0,10155.0,212501.0,86745.47
160.119.249.24,Spoofed,2,4,1028,4,1027,1,313.2202729,0.0,47999.0,1948.691598,,,,
66.227.248.218,Spoofed,2,4,1047,6,1041,6,308.8096154,0.0,48107.0,1922.504683,31185.0,1135.0,79333.0,29474.9027
15.204.199.7,Spoofed,2,5,1857,5,1855,2,173.2330097,0.0,48359.0,1449.715896,332434.0,332434.0,332434.0,0.0
198.167.206.233,Spoofed,2,3,26,6,19,7,11807.11111,313.0,95810.0,24150.55588,12426.33333,42.0,45638.0,15832.51198
5.230.119.38,Spoofed,2,5,1049,6,1042,7,308.6003842,0.0,48389.0,1946.096818,56256.5,673.0,196632.0,68794.45778
91.203.145.116,Spoofed,2,4,2365,5,2360,5,136.1937262,0.0,48309.0,1277.285738,22991.75,523.0,83536.0,34985.5487
37.120.187.104,Spoofed,2,5,910,6,901,9,356.3766667,0.0,48787.0,2077.276594,29239.25,202.0,178544.0,57066.25468
88.99.249.117,Spoofed,1,1,37,4,0,37,,,,,187.1944444,0.0,1774.0,333.6773075
94.100.6.13,Spoofed,2,4,1177,5,1173,4,273.5955631,0.0,48120.0,1816.49191,256.0,2.0,678.0,300.457429
23.129.64.226,Spoofed,2,4,1491,4,1489,2,215.8380376,0.0,48828.0,1630.155147,49620.0,49620.0,49620.0,0.0
84.119.210.212,Spoofed,2,5,33,7,25,8,11888.83333,0.0,89902.0,22662.99672,49586.71429,1879.0,174646.0,66860.51434
185.124.240.98,Spoofed,2,5,1063,5,1059,4,303.3185255,0.0,47924.0,1890.310437,78824.0,2654.0,177427.0,73092.7721
104.238.167.111,Spoofed,2,5,1048,7,1042,6,308.2612872,0.0,48002.0,1917.631712,52418.0,680.0,224074.0,85963.80241
204.8.96.118,Spoofed,2,4,2692,7,2686,6,119.7288641,0.0,48715.0,1208.00368,38568.0,1692.0,139471.0,51523.46208
45.91.92.40,Spoofed,2,4,1584,6,1580,4,202.5839139,0.0,48000.0,1567.196767,53162.0,7669.0,106256.0,40605.25863
85.239.41.130,Spoofed,2,4,2054,6,2050,4,156.84041,0.0,48039.0,1370.595149,7660.0,48.0,17100.0,7080.436145
152.89.170.201,Spoofed,2,5,1133,6,1130,3,284.6164748,0.0,50004.0,1898.234548,102654.5,19465.0,185844.0,83189.5
220.235.57.219,Spoofed,2,5,36,6,31,5,10412.6,0.0,104355.0,22238.98636,64432.0,7965.0,223398.0,91871.46471
207.244.78.230,Spoofed,2,5,969,5,966,3,333.0787565,0.0,48410.0,2031.119933,123418.0,76523.0,170313.0,46895.0
96.245.83.39,Spoofed,2,4,1014,5,1012,2,316.0049456,0.0,48217.0,1957.510934,14476.0,14476.0,14476.0,0.0
195.117.36.125,Spoofed,2,4,36,7,30,6,10659.06897,0.0,83451.0,20838.83987,10962.6,2035.0,27370.0,9477.813727
198.98.48.88,Spoofed,2,4,18,4,17,1,18242.9375,0.0,74576.0,24523.54066,,,,
45.133.74.50,Spoofed,2,5,1143,6,1139,4,282.4745167,0.0,48073.0,1842.684093,62003.66667,3579.0,176713.0,81116.45236
185.220.101.138,Spoofed,2,5,1549,6,1541,8,208.6597403,0.0,48500.0,1587.011478,49273.57143,42.0,179785.0,62113.10619
102.119.78.120,Spoofed,2,4,30,7,26,4,11706.68,0.0,61886.0,16987.73263,17263.33333,1995.0,38558.0,15523.11743
185.220.101.196,Spoofed,2,4,1212,6,1206,6,266.4904564,0.0,48774.0,1794.381157,27233.6,1050.0,85452.0,33266.92205
46.244.235.58,Spoofed,2,4,31,6,24,7,6519.913043,0.0,84919.0,17121.7139,26998.33333,109.0,87086.0,28002.26498
37.187.2.229,Spoofed,2,5,1977,7,1971,6,163.1969543,0.0,49035.0,1424.530726,50166.8,1985.0,185626.0,68772.60055
82.66.61.19,Spoofed,2,4,1038,4,1037,1,310.1940154,0.0,48177.0,1934.855718,,,,
138.2.165.161,Spoofed,2,5,880,7,869,11,370.1394009,0.0,47928.0,2104.136287,25853.4,1061.0,173614.0,49855.65239
90.112.176.26,Spoofed,2,5,1022,7,1018,4,315.8800393,0.0,48107.0,1941.646036,73838.0,1362.0,186704.0,80876.15354
104.244.77.208,Spoofed,2,4,1540,7,1535,5,209.5671447,0.0,48533.0,1592.163587,40298.5,8523.0,77990.0,27468.79532
79.116.188.119,Spoofed,2,4,35,6,31,4,10384.76667,0.0,58461.0,13539.23392,10714.33333,848.0,21272.0,8352.380911
194.39.207.224,Spoofed,2,5,1038,6,1031,7,311.7543689,0.0,48531.0,1941.157045,55939.33333,231.0,202550.0,72384.98496
38.45.67.56,Spoofed,2,5,1607,6,1600,7,201.08005,0.0,48410.0,1560.531364,43502.5,322.0,186953.0,65098.07952
85.215.76.111,Spoofed,2,5,1052,6,1047,5,307.2351816,0.0,48435.0,1932.999042,84723.75,2.0,244215.0,99561.56409
5.255.111.151,Spoofed,2,5,840,6,837,3,384.2990431,0.0,48235.0,2148.438984,125166.0,23987.0,226345.0,101179.0
185.228.138.86,Spoofed,2,5,1687,7,1679,8,190.9141836,0.0,48862.0,1527.497243,47699.57143,231.0,179088.0,62742.84906
139.162.166.237,Spoofed,2,4,1414,4,1413,1,227.6147309,0.0,48315.0,1654.029108,,,,
160.251.46.239,Spoofed,2,4,1060,6,1056,4,304.414218,0.0,48601.0,1909.189682,28885.0,53.0,75988.0,33584.74988
192.145.46.247,Spoofed,2,5,1088,6,1082,6,297.0286772,0.0,48956.0,1896.12114,73682.8,723.0,175769.0,67352.09999
87.171.73.58,Spoofed,2,5,935,6,928,7,346.8489752,0.0,48073.0,2038.332627,43438.33333,3787.0,206290.0,73535.98978
78.142.18.219,Spoofed,2,5,2139,5,2135,4,150.5581068,0.0,48185.0,1340.297686,130937.6667,7732.0,326517.0,139843.7933
45.144.240.19,Spoofed,2,5,1023,4,1022,1,314.1665034,0.0,50925.0,2002.722912,,,,
199.45.154.179,Real,1,1,1,1,0,1,,,,,,,,
89.58.49.139,Spoofed,2,5,1073,6,1067,6,301.5863039,0.0,48681.0,1910.720908,51756.8,5613.0,185548.0,67465.24667
195.178.110.6,Spoofed,1,1,1,1,0,1,,,,,,,,
209.97.157.83,Spoofed,2,4,830,5,827,3,388.5338983,0.0,48676.0,2200.484607,27441.5,22694.0,32189.0,4747.5
93.123.12.112,Spoofed,2,4,2106,4,2105,1,152.7675856,0.0,48001.0,1346.891418,,,,
198.167.206.243,Spoofed,2,3,14,6,9,5,22533.0,27.0,50280.0,20885.64298,150.0,60.0,360.0,123.6931688
107.189.1.160,Spoofed,2,4,1537,6,1533,4,209.8028721,0.0,48084.0,1592.253308,44950.0,21622.0,90660.0,32324.15819
172.245.234.119,Spoofed,2,4,775,4,774,1,414.3441138,0.0,48042.0,2216.349456,,,,
206.188.196.176,Spoofed,2,4,35,6,28,7,11159.51852,0.0,78279.0,19029.18536,6530.833333,2996.0,10546.0,2394.100695
93.113.25.221,Spoofed,2,5,2040,5,2035,5,157.4292035,0.0,48218.0,1384.267752,85746.75,8552.0,194446.0,68162.30458
192.210.233.239,Spoofed,2,4,819,5,815,4,393.7788698,0.0,48359.0,2173.986667,49713.0,1.0,120599.0,51460.16652
185.220.101.8,Spoofed,2,5,2365,6,2359,6,136.2824427,0.0,48644.0,1289.350789,48832.8,1603.0,184944.0,69016.99698
139.99.170.35,Spoofed,2,4,1581,5,1578,3,203.807863,0.0,47930.0,1568.519832,18030.5,13557.0,22504.0,4473.5
23.95.79.47,Spoofed,2,5,786,7,778,8,413.1904762,0.0,48523.0,2223.473346,48347.28571,38.0,175397.0,63347.75137
95.99.2.91,Spoofed,2,4,1009,5,1006,3,318.99801,0.0,48421.0,1967.443092,22408.5,805.0,44012.0,21603.5
179.43.159.200,Spoofed,2,4,1787,6,1784,3,180.3224902,0.0,47819.0,1463.219459,75289.0,4756.0,145822.0,70533.0
109.102.193.184,Spoofed,2,4,1076,5,1072,4,300.0588235,0.0,48001.0,1891.195055,49044.33333,2910.0,88369.0,35219.20726
104.219.250.152,Spoofed,2,5,1068,6,1064,4,302.3574788,0.0,48080.0,1894.387756,111462.6667,432.0,181139.0,79357.37994
217.163.129.42,Spoofed,2,4,1054,5,1052,2,305.8125595,0.0,48778.0,1918.277942,68048.0,68048.0,68048.0,0.0
213.183.53.249,Spoofed,2,3,33,5,31,2,7258.966667,0.0,73787.0,17040.59377,10184.0,10184.0,10184.0,0.0
135.148.27.19,Spoofed,2,5,1858,6,1852,6,173.7098865,0.0,48113.0,1446.670027,68306.2,11175.0,183430.0,63690.3312
185.220.101.203,Spoofed,2,5,1194,7,1190,4,269.8990749,0.0,47851.0,1790.952648,62469.33333,16.0,180445.0,83469.36817
185.220.101.103,Spoofed,2,5,1560,5,1556,4,206.7755627,0.0,48706.0,1588.037284,87186.66667,8549.0,242877.0,110091.5921
107.189.2.179,Spoofed,2,5,1592,6,1589,3,202.2997481,0.0,48698.0,1573.871405,112901.5,41461.0,184342.0,71440.5
5.255.110.89,Spoofed,2,4,804,7,798,6,402.8318695,0.0,49302.0,2230.715919,14747.2,468.0,28826.0,11312.38545
184.18.92.191,Spoofed,2,4,30,5,26,4,10205.84,0.0,59794.0,16402.37935,17044.33333,1493.0,26770.0,11111.11985
68.8.241.30,Spoofed,2,5,1065,5,1061,4,302.8735849,0.0,48210.0,1907.00829,112109.0,49590.0,180405.0,53561.00169
107.189.6.36,Spoofed,2,5,1528,5,1525,3,210.8766404,0.0,48150.0,1587.74692,125323.0,64255.0,186391.0,61068.0
158.247.225.136,Spoofed,2,5,987,6,982,5,327.4475025,0.0,48410.0,1988.734116,64396.75,349.0,229596.0,95999.29388
204.8.96.183,Spoofed,2,4,2648,5,2646,2,121.4355388,0.0,49148.0,1220.946066,86382.0,86382.0,86382.0,0.0
116.202.120.174,Spoofed,2,5,32,7,24,8,12701.21739,0.0,68660.0,20828.71336,48264.85714,3019.0,184342.0,62227.38684
93.90.200.181,Spoofed,2,5,840,6,833,7,386.4350962,0.0,49552.0,2231.665701,43488.0,183.0,234889.0,85752.58223
94.23.68.187,Spoofed,2,5,2023,7,2018,5,159.3946455,0.0,48755.0,1394.920405,84636.25,3856.0,221953.0,88291.80458
217.160.114.102,Spoofed,2,4,877,7,871,6,369.4804598,0.0,49560.0,2137.391432,29773.6,293.0,86593.0,31331.97953
80.71.227.188,Spoofed,2,4,1088,7,1082,6,297.33395,0.0,48007.0,1886.588336,30876.6,163.0,79224.0,33084.86022
135.148.53.59,Spoofed,2,5,1927,7,1916,11,167.6349869,0.0,49805.0,1453.176003,33692.3,390.0,174904.0,52908.75163
107.189.4.158,Spoofed,2,5,1624,5,1622,2,198.3232572,0.0,49075.0,1560.673446,329459.0,329459.0,329459.0,0.0
209.141.51.180,Spoofed,2,4,1640,5,1638,2,195.5791081,0.0,48762.0,1543.502683,9543.0,9543.0,9543.0,0.0
217.170.194.48,Real,1,2,3,2,0,3,,,,,107593.5,16894.0,198293.0,90699.5
93.95.228.131,Spoofed,2,5,1115,6,1109,6,290.0794224,0.0,48584.0,1870.38988,64658.2,66.0,210768.0,78205.46556
170.64.156.118,Spoofed,2,5,997,7,993,4,324.0352823,0.0,48081.0,1961.98415,78036.66667,2616.0,186806.0,78806.04546
45.124.54.183,Spoofed,2,4,1026,6,1023,3,313.5440313,0.0,48967.0,1962.780609,4481.0,765.0,8197.0,3716.0
109.205.195.226,Spoofed,2,5,1067,6,1061,6,302.6528302,0.0,49004.0,1920.411847,40923.0,1880.0,182941.0,71087.93382
38.148.128.147,Spoofed,2,4,1551,6,1545,6,208.0388601,0.0,48213.0,1578.300083,14198.4,158.0,35577.0,12034.10461
107.189.5.7,Spoofed,2,4,1541,5,1537,4,209.328125,0.0,47773.0,1591.998461,49607.0,9801.0,127069.0,54780.93773
5.9.14.30,Spoofed,2,6,838,7,796,42,404.3106918,0.0,48460.0,2221.22692,12818.78049,0.0,177278.0,41686.30434
2.58.95.56,Spoofed,2,4,28,5,26,2,11612.48,0.0,69912.0,20268.88229,61236.0,61236.0,61236.0,0.0
23.129.64.139,Spoofed,2,5,1553,6,1546,7,207.7190939,0.0,48107.0,1578.143893,58436.33333,3512.0,183486.0,63569.3205
79.129.234.14,Spoofed,2,5,30,6,26,4,11670.64,0.0,82166.0,20509.12523,82538.0,23111.0,183161.0,71539.4224
95.110.254.231,Spoofed,2,5,1092,6,1087,5,295.325046,0.0,49413.0,1911.838626,56307.25,913.0,181355.0,72703.32202
2.57.214.195,Spoofed,2,3,16,6,9,7,22444.375,0.0,63067.0,22832.06805,25966.33333,475.0,96007.0,33644.41909
103.106.231.56,Spoofed,2,4,1037,6,1031,6,312.0087379,0.0,47855.0,1914.488332,29986.4,5588.0,114725.0,42470.74786
23.105.172.1,Spoofed,2,5,987,6,982,5,327.4352701,0.0,48291.0,1984.824086,65464.0,20782.0,186741.0,70131.75252
